id,status_group
2429,functional
7182,functional
8887,functional
1328,non functional
10460,functional
904,functional
13586,non functional
14517,functional
12690,functional
14817,functional
7014,functional
9075,functional
12594,functional
9790,functional
13552,functional
8965,functional
14206,non functional
1187,functional
7732,functional
5569,functional
6693,functional
13073,non functional
8392,functional
10703,functional
7861,non functional
6932,non functional
9151,non functional
9895,non functional
11861,functional
13848,functional
12223,functional
2417,functional
14410,functional
2581,functional
14791,non functional
4811,non functional
6938,functional
12654,non functional
402,functional
792,functional
2901,non functional
1169,functional
2643,functional
10697,functional
14615,functional
6513,non functional
10917,non functional
14848,functional
4940,non functional
4551,functional
14653,non functional
13834,functional
1887,non functional
3219,non functional
11310,non functional
11286,non functional
7370,functional
13813,non functional
13578,functional
2694,functional
13945,non functional
4293,non functional
3567,functional
2003,functional
468,non functional
8954,functional
5420,functional
11199,non functional
6254,functional
5456,non functional
9843,non functional
4421,functional
13773,non functional
13494,functional
11161,non functional
1889,functional
2225,non functional
3060,functional
5453,functional
9789,non functional
14648,functional
13542,functional
9754,non functional
12219,non functional
6667,functional
5667,non functional
2604,functional
12915,functional
14769,non functional
2662,functional
3712,functional
13573,functional
615,functional
2817,non functional
11649,functional
9139,non functional
10089,non functional
4060,functional
12363,non functional
3925,functional
8149,functional
6757,functional
11892,functional
5038,functional
6888,functional
6758,functional
5875,functional
8415,non functional
7753,functional
8081,functional
7556,functional
1123,functional
9595,functional
4404,non functional
1881,functional
12450,functional
11651,functional
7004,functional
1394,functional
13560,non functional
9232,functional
11873,functional
4735,functional
6058,functional
11288,non functional
3892,non functional
5467,non functional
13920,non functional
10046,non functional
5140,functional
13526,functional
8154,non functional
14733,functional
12471,functional
4702,functional needs repair
13713,functional
11054,functional
2671,functional
10073,functional
877,non functional
4321,non functional
10167,functional
6974,functional needs repair
8901,functional
6283,functional
10958,functional
1231,functional
8305,non functional
3203,non functional
13318,functional
13726,functional
11528,functional
8259,functional
1679,non functional
2062,non functional
9600,non functional
13467,functional needs repair
9945,functional
10051,functional
6266,functional
13068,non functional
4144,functional needs repair
3545,functional
13954,functional
1118,functional needs repair
9535,non functional
11274,functional
13243,functional
6603,non functional
3485,functional
10558,non functional
380,functional
3265,functional
6473,functional
4501,non functional
12791,functional
14128,functional
11230,functional
5008,functional
4018,functional
11597,non functional
3993,functional
3364,functional
14748,non functional
5077,functional
6909,functional
1833,non functional
10822,functional
6913,non functional
11687,functional needs repair
5412,functional
4367,functional
1574,functional
8093,functional
4646,non functional
6548,functional
12586,functional
4997,non functional
10213,functional
12260,non functional
13100,functional
1649,functional
4516,functional
7771,non functional
9116,functional
4923,non functional
13823,functional
7061,functional
7177,functional
5610,non functional
4771,functional
11562,non functional
7018,functional
7890,functional
13242,functional
1145,functional
8109,functional
9840,functional
11359,non functional
9692,functional
5328,functional
4907,functional
13235,functional
12390,functional
6721,functional
9765,non functional
5782,functional
14056,non functional
6995,functional
2476,functional
6247,non functional
2780,functional
12770,non functional
3658,non functional
3389,functional
8984,non functional
1841,functional
2403,non functional
9420,functional
10734,functional
12990,functional
12800,functional
6087,functional
14386,functional
8784,functional
5575,functional
8751,functional
14816,functional
5349,functional
1716,functional
7680,non functional
8787,functional
14348,functional
4291,non functional
9356,functional
7087,non functional
8143,functional
2997,functional
8938,functional
14573,functional
1228,functional
1107,functional
10783,non functional
5099,non functional
9842,functional
3607,functional
1820,functional
11041,functional
14270,functional
4775,non functional
10441,functional
10470,functional
6786,functional
3283,functional
10738,non functional
11350,functional
13941,non functional
9385,functional
4956,functional
9203,functional
10238,functional
11708,functional
12386,functional
13094,functional
13061,functional
12505,functional
14299,functional
5818,functional
3964,functional
5348,non functional
7839,functional
9778,functional
727,functional
6415,non functional
11019,functional
8715,non functional
11091,functional
4064,non functional
335,functional
8315,functional
7515,functional
3824,functional
8800,non functional
8931,functional
6447,functional
6878,non functional
5935,non functional
3977,non functional
14140,functional
100,non functional
3788,functional
4571,non functional
2236,functional
14654,non functional
1409,functional
2552,non functional
526,functional
12073,functional
14652,non functional
14391,non functional
14722,functional
9947,functional
6082,functional
2208,non functional
9168,functional
12436,functional
1284,functional
14154,functional
3777,non functional
3953,functional
7563,non functional
6115,functional
319,non functional
272,functional
3134,functional
5158,non functional
1389,functional
2756,functional
8735,functional
3745,functional
12212,functional
9300,functional needs repair
5902,functional
9021,functional
6976,functional
5784,functional
7527,non functional
4098,non functional
4453,functional
414,functional
4039,functional
9871,functional
5663,functional
8928,non functional
13286,functional
8857,functional
1266,functional
11999,functional
10478,functional
9802,non functional
914,non functional
7241,functional
13964,functional
7124,functional
11289,functional
539,functional
2777,functional
13193,functional
983,functional
14403,functional
6157,functional
6214,non functional
7201,functional
1922,non functional
10565,functional
4095,non functional
14325,non functional
8232,functional
1599,functional
13819,functional
282,functional
5444,non functional
4770,functional
700,functional
9158,functional
5570,functional
10220,functional
8115,non functional
12093,non functional
1431,functional needs repair
10358,non functional
8363,non functional
12786,non functional
8517,functional
11264,functional
13742,non functional
2284,non functional
2378,functional
3641,functional
14667,functional
14470,functional
6205,functional
881,non functional
8211,non functional
5980,functional
11261,functional
8071,functional
2406,functional
5586,functional
10241,functional
8615,functional
4086,non functional
11405,non functional
13013,functional
2723,non functional
10000,functional
11158,functional
8329,functional
7774,non functional
2769,functional
2696,functional
10547,functional
2106,functional
9123,functional
7191,functional
11801,functional
13200,functional
6949,functional needs repair
215,functional
689,functional
3815,functional
11184,functional
6685,functional
13251,non functional
6589,functional
5086,non functional
4998,functional
12375,functional
7626,functional needs repair
11146,functional
3985,functional
10487,non functional
4918,functional
9831,functional
477,functional
4598,non functional
11219,functional
11942,functional
11978,functional
14773,non functional
395,non functional
13996,functional
4478,non functional
4975,functional
3414,functional needs repair
11820,functional
9646,functional
9746,non functional
3078,functional
869,non functional
1564,non functional
9653,non functional
651,functional
8027,functional
9917,non functional
2379,functional
11204,functional
5821,non functional
5437,functional
320,functional
4951,functional
10567,non functional
10962,functional
12538,functional
2183,functional
13406,functional
4288,functional
10994,functional
12583,non functional
7391,non functional
8358,non functional
11472,non functional
1924,non functional
8500,functional
13422,non functional
13441,functional
11711,non functional
13202,functional
6525,non functional
12457,functional
1165,non functional
14428,functional
8994,functional
13054,functional
12678,functional
3269,functional
13315,non functional
6815,functional
571,functional
3354,functional
10006,non functional
7300,non functional
10947,functional
9038,non functional
7687,functional
9877,non functional
528,functional needs repair
7126,non functional
10311,non functional
12238,functional
2914,functional
4779,functional
6781,functional needs repair
2516,functional
3654,non functional
2923,functional
7106,functional
8910,functional
7138,non functional
8198,functional
9392,functional
295,functional
3906,non functional
12086,non functional
8155,functional
3846,non functional
10362,non functional
1502,non functional
14211,functional
8317,non functional
392,functional
12327,functional
13119,non functional
13942,functional
7921,functional
13408,functional
14172,non functional
4845,functional
8524,functional
10611,functional
12537,functional
8799,non functional
14727,functional
436,functional
11213,non functional
6240,functional
2129,non functional
3604,functional
1733,non functional
2007,functional
12263,functional
1331,non functional
7352,non functional
12098,functional
10677,functional needs repair
2814,functional
1758,functional
2690,non functional
6112,functional
11928,non functional
10505,non functional
8619,functional
12361,non functional
1505,functional
11933,non functional
8884,non functional
470,non functional
4250,non functional
370,non functional
5314,functional
11713,non functional
10144,functional
1799,functional
2661,non functional
14124,non functional
4664,functional
1121,functional
2133,non functional
7064,functional
14044,non functional
10617,functional
8552,non functional
1142,functional
12271,functional
9901,functional
6125,functional
11177,non functional
10428,functional
9517,non functional
10286,functional
6444,functional
3920,non functional
11431,functional
14491,functional
5251,non functional
14262,functional
3693,functional
3192,functional
2648,functional
7417,functional
9549,non functional
4549,functional
12350,functional
10989,non functional
7368,functional
5127,non functional
8,non functional
3266,functional
4841,functional
9351,non functional
5327,non functional
9227,functional
624,functional
2118,functional
11795,functional
8382,functional
2763,functional
14340,non functional
6638,functional
9456,functional
13916,functional needs repair
3676,non functional
2937,non functional
1451,functional
9836,functional
12702,functional
1800,functional
4630,non functional
5926,functional
10451,functional
13146,non functional
3210,functional
4427,non functional
1467,functional
657,non functional
708,functional
13732,functional
13176,functional
9838,functional
11868,functional
2982,functional
3853,non functional
3526,non functional
10418,non functional
5005,functional
4262,functional
13904,non functional
7065,non functional
8214,functional
12469,functional
12888,functional
7215,non functional
586,functional
2791,non functional
5091,non functional
12185,functional
12859,functional
9531,functional
1498,non functional
3424,functional
13811,non functional
9538,non functional
13116,functional
10533,functional
7157,functional
4222,functional
8227,non functional
5404,functional
8893,functional
10134,functional
3995,non functional
5615,functional
3785,functional
5621,functional
8252,non functional
4773,non functional
14698,functional
6716,functional
11962,non functional
7152,functional
13351,functional
12584,functional
7054,functional
1489,non functional
4441,functional
4054,functional needs repair
12611,functional
12853,functional
14106,functional
5950,non functional
5136,functional
11164,functional
5010,functional
12819,functional
4100,functional
9979,functional
3927,non functional
5228,functional needs repair
12910,functional
14783,functional
6348,functional
4092,non functional
3441,functional needs repair
8820,non functional
8544,functional needs repair
5797,functional
13210,functional
2970,functional needs repair
581,functional
10466,functional
9201,non functional
10834,functional
7328,functional
6130,non functional
9540,functional
3908,non functional
6710,non functional
6249,non functional
10763,non functional
8416,non functional
2899,functional
7897,non functional
1280,non functional
8174,functional
7290,non functional
217,functional
980,functional
10693,functional
8241,non functional
8110,functional
2906,functional
1620,functional
8581,functional needs repair
8233,functional
10725,functional
7955,functional
13280,functional
2496,functional
13357,functional
3930,functional
14420,functional
6926,functional
8138,non functional
6635,functional
3198,non functional
10340,functional
8681,functional
2721,functional
4211,non functional
3913,functional
1737,functional
13772,functional
13623,functional
6262,functional
34,functional
13576,functional
13204,functional
13896,functional
8443,functional
5270,functional
4924,functional
10226,functional
6640,non functional
3122,functional
13410,functional
386,functional
3596,functional
13292,functional
5972,functional
10631,functional
1171,functional
1432,non functional
4558,non functional
8808,non functional
10932,functional
11735,functional
6485,functional
13529,functional
11783,non functional
8435,non functional
12681,functional
617,non functional
10860,functional
9400,functional
3282,functional
11294,functional
7190,non functional
7562,non functional
7430,non functional
9864,functional
5581,functional
4363,functional
1982,functional
3202,functional
5522,non functional
7834,functional
6202,non functional
12328,functional
3746,functional
3673,functional
3583,functional
14380,non functional
1125,non functional
1788,functional
11351,functional
505,non functional
11136,functional
2249,functional
14456,non functional
3248,functional needs repair
11278,functional
4725,non functional
11615,functional
5066,functional
11674,non functional
4050,non functional
12807,non functional
14736,non functional
29,functional
4104,non functional
917,functional
13987,functional
8971,functional
8845,non functional
2971,non functional
14599,non functional
4430,functional
9010,non functional
12131,non functional
6153,non functional
13201,non functional
6325,functional
9655,functional needs repair
644,non functional
2891,functional
6463,functional
12240,functional
7769,functional
9272,functional
9369,non functional
5219,functional
2368,functional
8574,non functional
8222,functional
1005,functional needs repair
1225,functional
13195,non functional
2798,functional
13095,functional needs repair
933,non functional
4271,functional
8847,functional
2993,functional
4804,functional
6201,functional
1579,functional
8201,functional
3614,functional
6230,functional
12861,non functional
13087,non functional
7979,functional
10153,functional
6882,functional
142,non functional
12856,functional needs repair
1995,functional
4860,functional needs repair
7265,functional needs repair
12074,functional
9089,functional needs repair
13070,functional
1541,non functional
9417,functional
14157,non functional
3107,non functional
2741,functional
12183,functional
2134,functional
3426,non functional
13830,functional
4038,functional
3084,functional
10919,functional
9188,functional
607,non functional
2558,non functional
3765,functional
1179,functional
3196,functional
12922,functional
5630,non functional
13674,functional
4514,functional
6303,non functional
6762,functional
8494,non functional
13765,functional
13233,functional
1148,functional
2767,functional
8687,functional
9307,functional
2105,non functional
2871,functional
6132,non functional
3411,functional
6472,functional
14352,non functional
3236,functional
7581,non functional
4254,functional
6580,functional
14311,functional
5565,non functional
4973,non functional
6585,functional
2956,functional
2256,non functional
8684,functional
3888,non functional
1928,non functional
14613,non functional
892,non functional
8707,non functional
13709,non functional
1311,functional
7984,functional
7952,functional
3727,functional
12527,non functional
3589,functional
5854,non functional
12932,functional
11683,non functional
4784,non functional
8495,functional needs repair
9284,non functional
1844,non functional
609,non functional
6837,functional
90,functional
2088,functional
820,functional
2919,non functional
1848,functional
6911,functional
4774,functional
12307,functional
8451,functional
6818,non functional
12388,non functional
9402,non functional
13439,non functional
10934,functional
2154,functional
2245,functional
13222,functional
1555,functional
1085,functional
8325,non functional
6517,functional
3314,functional
2335,functional
11738,functional needs repair
14831,functional
2716,functional
2099,functional
8758,non functional
12169,non functional
4932,functional
13479,non functional
1920,functional
8905,non functional
4680,functional
5120,functional needs repair
9012,functional
13961,functional
12403,functional
3553,non functional
14198,non functional
13758,functional needs repair
9818,non functional
9037,non functional
13815,functional
11814,non functional
13216,functional
2549,non functional
134,functional
13617,functional
5588,functional
13911,functional
2393,functional needs repair
464,non functional
1485,functional
13179,functional
13635,non functional
7580,non functional
8249,non functional
8676,functional
10956,functional
5886,functional
1523,functional
10656,functional
2345,non functional
6554,functional
3974,functional
97,functional
8157,non functional
11508,functional
10212,functional
13530,functional
10733,functional
9103,functional
4672,functional needs repair
9457,functional
6509,functional
8048,non functional
4955,non functional
13455,functional
11182,functional
5653,non functional
116,non functional
9160,functional
12672,functional
7817,functional
439,functional
9787,non functional
2687,functional
14538,non functional
2639,functional
1164,functional
356,functional
1212,functional
834,functional
13747,functional
7869,functional
11202,functional
1645,functional
10809,functional
4711,functional needs repair
8052,non functional
7823,functional
6035,functional
12281,functional
13483,non functional
1244,non functional
9083,functional
5705,functional
8438,functional
9445,functional
3516,functional
11196,functional
551,functional
6466,functional
6487,non functional
10662,functional
13314,functional
7017,functional
3137,non functional
12966,functional needs repair
5921,non functional
10141,functional
3033,functional
4194,functional
10691,functional
11625,functional
2808,non functional
7755,functional
8087,functional
1285,functional
2921,non functional
9415,non functional
583,non functional
9971,functional
12188,functional
261,functional
8237,functional
5170,functional
7721,functional
11855,functional
4656,functional
7761,functional
5613,functional
14110,functional
3462,non functional
4548,non functional
14633,non functional
12893,non functional
3019,functional
3653,functional needs repair
3165,non functional
4690,non functional
11941,functional
3131,functional
12379,functional
7831,functional
6210,functional
13445,functional
6720,non functional
6450,functional
1762,functional
7080,non functional
12311,functional
2726,functional
5828,functional
13477,functional
5111,functional
5614,non functional
11439,functional
1329,functional
5092,functional
10865,functional
13917,functional
11336,functional
12607,non functional
8282,functional
8485,functional
11793,functional
10421,non functional
1039,non functional
3013,functional
11993,functional
10288,non functional
10584,functional
3353,functional
2224,non functional
9404,functional
8576,functional
5310,functional
7314,non functional
11971,functional
729,functional
12514,functional
9273,non functional
11766,functional
1607,non functional
9574,non functional
1644,functional
2128,non functional
12864,functional
10242,functional
7891,functional
5833,non functional
14137,functional
1503,functional
6744,functional
8269,functional
9629,functional
476,non functional
10416,functional
12727,functional
10132,functional
12597,non functional
120,non functional
1921,functional
3513,functional
8547,functional
11300,non functional
10816,functional
2454,functional
8065,non functional
1052,non functional
5225,non functional
7584,non functional
6381,functional
482,non functional
14381,functional
12917,functional
6263,functional
10511,functional
9504,functional
13456,functional
1616,functional
13331,functional
4755,non functional
5363,functional
9359,non functional
2210,non functional
13152,functional
5822,non functional
5273,functional
796,non functional
4954,non functional
7005,non functional
8476,functional
10169,functional
13615,functional
13827,functional
8345,functional
5631,functional
9572,non functional
2683,non functional
5582,non functional
11388,functional
10094,non functional
11981,non functional
7877,functional
9425,functional
2190,functional
846,functional
8838,non functional
1813,functional
9246,functional
14067,non functional
8197,functional
9823,functional
13499,functional
2135,functional
13976,functional
4157,non functional
4794,functional
4893,non functional
235,functional
14477,non functional
4020,functional
6117,functional
1062,functional
13350,functional
6383,non functional
8331,functional
9537,functional
11927,non functional
10277,non functional
756,non functional
12596,functional
4673,non functional
1919,functional
5855,functional
2708,functional
2879,non functional
2755,functional
2754,non functional
664,functional
6820,non functional
7083,non functional
9638,functional
3048,non functional
1774,non functional
14213,functional
3480,functional
1596,functional
4026,functional
266,non functional
7155,functional
4502,functional
14845,non functional
11648,non functional
13287,functional
3703,functional
6335,functional
872,non functional
1852,non functional
4929,non functional
13622,functional
6022,non functional
14121,non functional
70,non functional
11383,non functional
7865,functional
1521,functional
11387,functional
6712,functional
8371,functional
10206,non functional
1414,functional
12896,functional
7212,functional
14639,non functional
13113,functional needs repair
11392,functional
7093,functional
4126,functional
13474,functional
12115,functional
6586,functional
11840,functional
1628,functional
13632,functional
7208,functional
13035,functional
1569,functional
5771,functional
10555,functional
10029,functional
11641,non functional
6905,functional
12483,functional
1775,functional
13491,functional
3002,functional
7676,functional
4007,functional
9295,functional
921,non functional
2169,non functional
4815,functional
9229,functional needs repair
3708,functional
12801,functional
5556,non functional
1983,functional
11695,functional
6305,functional
9919,functional
3130,functional
13426,functional
2655,non functional
6453,functional
7505,non functional
6223,functional
11448,functional
908,functional
10674,functional
9055,non functional
14734,functional
3825,functional
12709,functional
13481,functional
9853,non functional
11423,functional
1612,non functional
4155,non functional
506,functional
6133,non functional
6286,functional
8262,functional
7327,functional
8582,functional
6594,non functional
3790,functional
5856,functional
2770,functional
1608,functional
5071,functional
5542,functional
2760,functional
635,functional
5520,non functional
3001,non functional
2898,functional
6418,functional
6261,non functional
12278,non functional
1898,functional
13614,functional
6687,functional
2789,non functional
6785,non functional
6678,functional
14427,non functional
9603,functional
5551,non functional
5867,non functional
11569,functional
7858,non functional
9669,non functional
4801,functional
14007,functional
3263,functional
8834,functional
12377,functional
7220,functional
12088,functional
13613,functional
7917,non functional
10190,functional
3464,non functional
6164,non functional
14112,functional
1372,non functional
4167,non functional
2203,non functional
7743,functional
13778,non functional
13787,functional
14393,functional
13166,non functional
14255,functional
11130,functional
8318,functional
4080,functional
14472,non functional
1763,non functional
5508,functional
665,functional
9866,non functional
663,functional
5795,non functional
4991,functional
2327,functional
6243,functional
3738,non functional
10406,functional needs repair
5160,functional needs repair
8482,functional
13157,non functional
10930,functional
13569,functional
6328,functional
1658,non functional
11251,non functional
1730,functional
9429,non functional
1543,functional needs repair
9806,functional
9018,non functional
728,non functional
9253,functional
12739,functional
9547,non functional
5320,non functional
11997,non functional
1969,non functional
6182,functional
4177,functional
7301,non functional
13403,functional
13203,functional
6074,functional
8953,functional
8372,functional
8022,functional
14143,functional
8821,functional
5523,functional
13820,functional
5752,non functional
2629,non functional
8499,functional
4037,functional
13077,non functional
1635,non functional
5378,functional
9459,functional
4063,non functional
5260,non functional
9672,non functional
390,non functional
6004,functional
10035,non functional
1178,functional
267,non functional
3495,non functional
8518,functional
13905,functional
5914,non functional
13276,functional
10985,functional needs repair
8826,functional
8444,functional
8376,functional
13607,functional
4599,functional
14411,non functional
2334,non functional
8868,functional
752,functional
3258,non functional
12167,functional
12662,functional
3303,functional
1265,non functional
1999,functional
14585,functional
15,functional
2131,functional
13375,functional
1232,non functional
10624,functional
1084,functional
5704,functional
9608,functional
13644,functional
9908,non functional
10532,functional
8101,functional needs repair
10951,non functional
10826,functional
9011,non functional
12019,non functional
8579,functional
2017,non functional
2072,functional
9750,functional
11782,functional
11047,functional
2488,non functional
7778,functional
4423,functional
7650,functional
4757,functional
11453,non functional
7055,non functional
6426,functional
4282,functional
11703,non functional
13140,non functional
8278,non functional
4114,functional
455,non functional
14092,non functional
4395,functional
4465,non functional
3026,non functional
801,functional
6703,non functional
14259,functional
10832,non functional
7179,non functional
2423,functional
991,functional
8390,functional
13925,functional needs repair
327,non functional
2352,functional
1322,non functional
329,functional
1755,non functional
1182,non functional
13789,functional
10596,functional
1023,non functional
3397,functional
12772,non functional
1662,functional
10495,functional
7394,functional
2962,non functional
9236,functional
7457,functional
12349,non functional
6679,non functional
11101,non functional
12937,functional
8617,functional
4207,functional
11789,functional
5728,non functional
472,non functional
4636,non functional
7857,non functional
1930,non functional
9833,functional
479,non functional
10727,non functional
592,non functional
8701,functional
14708,functional
9884,non functional
11588,functional
12877,functional
1636,non functional
13112,non functional
9785,functional
12511,functional
11248,non functional
11877,non functional
11485,functional
11949,functional
5885,functional
5757,non functional
5362,functional
8720,functional
8132,non functional
11991,functional
4176,non functional
5105,non functional
12449,functional
3845,non functional
11007,functional
12683,functional
793,functional
3141,non functional
7438,functional
7129,functional
6121,non functional
12805,functional
7292,non functional
12356,functional
5790,functional
6071,functional
705,functional
4980,functional
9465,non functional
7367,non functional
3063,non functional
12226,functional
7197,functional
11159,functional
9143,functional
8458,functional
6379,functional
11468,non functional
10483,non functional
1829,functional
3741,non functional
5518,non functional
3291,non functional
1140,functional
1098,non functional
12961,functional
9096,non functional
9363,functional
3580,functional
14069,non functional
9536,functional
5913,functional
14177,functional
5194,non functional
12485,functional
190,functional
10374,functional
2157,functional
6432,non functional
10411,functional
10941,functional
1908,non functional
13017,functional
13365,functional
9352,functional
1240,non functional
7901,non functional
4800,non functional
12051,functional
8657,functional
5478,non functional
6489,functional
698,functional
8450,functional
4261,non functional
4163,functional
3399,functional
13421,functional
11787,functional
7700,non functional
6464,functional
10761,functional
950,functional
11679,non functional
14465,non functional
4138,functional
1782,non functional
13218,functional
4714,functional
7735,non functional
11035,non functional
802,functional
2059,functional
7510,functional needs repair
4581,functional
6380,functional needs repair
12563,functional
11663,non functional
5485,non functional
5384,functional
6451,functional
5724,non functional
2407,functional
9550,functional
13597,functional
10235,non functional
4529,non functional
7175,non functional
4247,non functional
569,non functional
4644,functional
6241,functional
13829,non functional
10438,functional
3374,functional
8765,non functional
12428,functional
8554,non functional
11479,functional
11698,functional
9341,non functional
11103,non functional
10961,functional
13262,functional
321,functional
10419,functional
13055,non functional
4728,functional
2811,functional
9729,functional
2311,functional needs repair
12041,non functional
2305,non functional
2839,non functional
5080,functional
14609,non functional
2472,non functional
14600,functional
13398,functional
7628,functional
12774,functional
9881,non functional
7767,functional
8680,functional
11065,functional
12447,functional
1893,functional
895,functional
1379,non functional
4803,functional needs repair
4120,non functional
11218,non functional
5562,non functional
12113,functional
2080,non functional
6771,non functional
12867,functional
10012,functional
10573,non functional
11304,non functional
10315,non functional
956,functional
4869,non functional
4660,functional
12163,functional
7482,non functional
8655,functional
9705,functional
7247,non functional
3046,functional
10833,functional needs repair
7501,non functional
13342,non functional
8014,non functional
10205,functional
13082,functional
8553,non functional
9942,functional needs repair
14559,functional needs repair
7474,functional
14522,functional
14275,functional
12026,functional
9924,functional
7250,functional
2804,functional
3679,non functional
5358,functional
10981,functional
5970,functional
11604,functional
480,functional
6825,non functional
11717,non functional
3066,functional
10486,non functional
8648,functional
1200,functional
670,non functional
13291,functional
5221,functional
6141,functional
9774,functional
10507,functional
223,functional
4764,functional
13795,functional
9887,non functional
10827,functional
7140,non functional
11263,functional
2880,functional
4561,non functional
1430,functional
10146,non functional
8598,functional
8970,functional
7716,functional
12677,functional
6645,functional
8195,functional
1933,functional
10999,functional
6439,non functional
9407,functional
11156,functional
8387,functional
8972,non functional
10413,functional
1043,non functional
2626,non functional
11542,non functional
3990,functional
4402,non functional
8501,functional
5594,functional
1035,non functional
4596,non functional
14376,functional
13079,functional
14583,non functional
13756,functional
8995,non functional
9596,functional
11798,functional
14730,functional
12378,non functional
6739,non functional
2565,non functional
660,functional
7444,functional
1287,functional
2834,functional
12343,non functional
2178,functional
9586,functional
14279,functional
5521,non functional
57,non functional
10968,non functional
8956,functional
7739,functional
6796,functional
8968,functional
1912,functional
3256,non functional
4500,functional
1615,functional
3527,non functional
10829,non functional
4049,functional
12941,non functional
6972,functional
492,functional
5671,functional
3427,functional
8186,non functional
5167,non functional
4743,functional
10116,non functional
1156,functional
3612,functional
421,functional
10371,functional
4278,functional
12042,functional
7649,functional
12058,functional
6951,non functional
13918,non functional
11760,functional
2746,functional needs repair
10452,non functional
9961,non functional
5616,functional
179,functional
9411,functional
4216,functional
8898,functional
3862,functional
2779,functional
887,non functional
5574,functional
6347,functional
9051,non functional
13694,non functional
12448,functional
5488,functional
8708,non functional
8973,functional
10592,non functional
3292,functional
1382,functional
7277,functional
12326,functional
11843,non functional
4602,functional
1401,functional
481,functional
6865,functional
8998,functional
14120,functional
12614,non functional
7239,non functional
14164,non functional
11112,non functional
9974,non functional
14313,functional
14809,functional
5968,functional needs repair
5940,functional
10393,non functional
3061,functional
6186,functional
1735,functional
603,functional
5878,non functional
35,functional
8164,functional
14675,functional
7393,functional
12500,functional
12711,functional
2849,functional
13423,non functional
7940,functional
2670,functional
11076,non functional
12663,functional
6867,non functional
12325,non functional
10700,functional
10037,non functional
4823,functional
8053,non functional
1734,non functional
9396,non functional
1469,functional
13009,non functional
9816,functional
2673,functional
10713,functional
12985,functional
2226,functional
878,functional
9861,non functional
11578,functional
13731,functional
1944,functional
4613,non functional
10954,functional
1006,functional
2083,functional
14802,functional
6901,functional
9673,functional
7139,functional
2026,functional
2324,non functional
11806,non functional
6155,functional
1722,non functional
6299,functional
2061,non functional
4170,non functional
32,functional
3688,non functional
2149,non functional
14437,non functional
1326,non functional
6765,functional
1129,functional
9743,functional needs repair
1650,functional
6792,functional
10038,non functional
241,non functional
2162,non functional
1191,functional
13524,functional
3247,functional
9554,functional
2042,functional
540,functional
3429,non functional
10512,functional
6143,functional
8503,functional
12994,functional
11372,non functional
5300,functional
14000,non functional
12293,functional
10348,functional
2594,functional
13565,functional
14728,non functional
9053,functional
14719,functional
1242,functional
3800,functional
2087,functional needs repair
7837,non functional
1584,non functional
6558,functional
2614,functional
8423,functional
10824,non functional
3150,functional
4374,functional
14303,non functional
14800,functional
14526,functional
1281,non functional
6161,functional needs repair
4647,non functional
10321,functional
2582,non functional
14162,functional
6127,functional
14179,functional needs repair
13983,functional
12978,non functional
6600,functional
12759,functional
12195,functional
5909,functional
14250,functional
1548,functional
7296,non functional
3391,non functional
2831,functional
13131,functional
6019,functional
3241,functional
5651,non functional
7663,functional
511,functional
11307,functional
14231,functional
3870,functional
5061,functional
3642,functional
3057,non functional
989,functional
3418,functional
7945,non functional
4503,functional
7288,functional
12369,non functional
11362,functional needs repair
1219,functional
5709,functional
328,functional
6172,functional
9542,functional
12738,functional
5201,functional
1537,functional
118,functional
3897,functional
7071,non functional
776,non functional
8391,functional
3878,functional
9179,functional
8521,non functional
12221,functional needs repair
8245,functional
13330,functional
11890,functional
6702,functional
4530,non functional
10305,non functional
7040,functional
9735,functional
9529,functional
6493,functional
4119,functional needs repair
5422,non functional
187,non functional
43,non functional
8949,functional needs repair
10792,non functional
14754,functional
7779,non functional
2019,non functional
5034,functional
12691,functional
2527,functional
4425,functional
13217,functional
14617,functional
5083,functional needs repair
10564,functional
12062,functional
10768,functional
4788,non functional
8963,functional
3328,functional
12724,non functional
1571,functional
1834,functional
5132,functional
5874,functional
2464,functional
832,functional
8017,functional
14273,functional
9069,functional
9331,non functional
7289,functional
10692,non functional
8750,functional
2381,functional
9873,non functional
2764,non functional
5019,functional
13433,functional
4182,functional
8251,functional
1536,non functional
4941,functional
5391,non functional
10262,non functional
1640,non functional
5082,functional
7337,non functional
7699,non functional
2682,functional
4204,functional
5108,functional
10455,functional
11488,functional
6683,functional
13977,functional
4572,non functional
9193,non functional
11492,non functional
2854,functional
2876,functional
13102,non functional
7117,functional
11848,non functional
186,functional
7790,functional needs repair
11266,functional
4945,non functional
2602,functional
2396,functional needs repair
3704,functional
7488,functional
7217,non functional
4373,functional
10719,functional
14774,non functional
4004,functional
1257,functional needs repair
3763,non functional
7338,non functional
5852,non functional
2297,functional
10462,non functional
10854,functional
7549,functional
9698,non functional
14309,non functional
10387,functional
493,functional
1099,functional
11605,functional
8727,functional
12162,functional
11428,non functional
9371,non functional
5414,functional
9689,non functional
9056,functional
10337,functional needs repair
2912,functional
14306,non functional
11718,non functional
5104,functional
7597,non functional
4976,functional
2132,non functional
6518,non functional
1566,functional
2606,functional
4272,functional
8764,functional
14281,non functional
12332,non functional
3378,non functional
8337,functional
11451,functional
10423,non functional
7645,functional
1483,non functional
11985,functional
8722,functional
10896,functional needs repair
4562,non functional
1434,functional
8775,functional
8658,functional
7076,non functional
11010,functional
741,functional
5947,functional
